Location,Bedrooms,Bathrooms,Amenities,Price
Upper Hill,,,"['Alarm', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 90,000
 / mont"
"Lower kabete, O, Lower Kabete, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 500,000
 / mont"
"Silanga road, Karen",4,4,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 300,000
 / mont"
"Westlands Area, Westlands",2,2,"['Balcony', 'En Suite', 'Furnished', 'Parking']"," 170,000
 / mont"
"Spring Valley, Westlands",1,1,"['Balcony', 'En Suite', 'Furnished', 'Parking']"," 145,000
 / mont"
"Runda, Westlands",3,2,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 265,000
 / mont"
Karen,2,2,"['Alarm', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 75,000
 / mont"
"Kitisuru, Westlands",3,3,"['Balcony', 'En Suite', 'Garden']"," 475,677
 / mont"
Kilimani,2,2,"['Balcony', 'En Suite', 'Furnished', 'Parking']"," 203,861
 / mont"
Muthaiga,4,4,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 339,765
 / mont"
"Runda, Westlands",5,5,"['Backup Generator', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 440,000
 / mont"
Kileleshwa,2,2,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 167,000
 / mont"
Kilimani,2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 170,000
 / mont"
Karen,5,5,"['Alarm', 'BBQ', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
"Kitisuru, Westlands",4,4,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 650,000
 / mont"
"lavington, Lavington",4,4,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 200,000
 / mont"
"Spring valley, Spring Valley, Westlands",6,6,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
Upper Hill,2,3,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
Lavington,4,4,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 330,000
 / mont"
"Lower kabete, O, Lower Kabete, Westlands",4,5,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 850,000
 / mont"
"Kitisuru, Westlands",3,4,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Walk In Closet']"," 500,000
 / mont"
"Spring valley, O, Spring Valley, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 1,100,000
 / mont"
"Runda drive, Runda, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
"Runda Gardens, Runda, Westlands",7,8,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Gym', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 800,000
 / mont"
"Old muthaiga, O, Muthaiga",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 570,000
 / mont"
Kilimani,3,3,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Serviced', 'Walk In Closet']"," 370,000
 / mont"
Karen,5,5,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Serviced', 'Walk In Closet']"," 400,000
 / mont"
"Runda, O, Westlands",5,5,"['Alarm', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Serviced', 'Walk In Closet']"," 500,000
 / mont"
"Gigiri, Westlands",3,4,"['Alarm', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 500,000
 / mont"
"Kitisuru, O, Westlands",4,4,"['Alarm', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 550,000
 / mont"
"Kiambu road, O, Kiambu Road",4,4,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 250,000
 / mont"
"Nyari, Westlands",5,5,"['Balcony', 'Borehole', 'CCTV', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 750,000
 / mont"
"Runda, Westlands",5,5,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 465,500
 / mont"
"Lower kabete, Lower Kabete, Westlands",3,3,"['En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Serviced', 'Walk In Closet']"," 350,000
 / mont"
"Kitisuru, Westlands",5,5,"['En Suite', 'Garden', 'Parking']"," 450,000
 / mont"
"Riverside, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Kitisuru, Westlands",4,3,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 618,621
 / mont"
Kilimani,1,1,"['Balcony', 'En Suite', 'Furnished', 'Garden', 'Parking']"," 160,000
 / mont"
Kilimani,,,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Furnished', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 191,400
 / mont"
Kilimani,3,2,"['Balcony', 'En Suite', 'Garden']"," 200,000
 / mont"
"Muthaiga North, Muthaiga",5,5,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 350,000
 / mont"
Kileleshwa,3,3,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 384,920
 / mont"
"Gem Lane, Kileleshwa",4,4,"['Alarm', 'Balcony', 'Borehole', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
Kileleshwa,5,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 380,000
 / mont"
"Gitanga Road, Lavington",4,4,"['Backup Generator', 'CCTV', 'Electric Fence', 'En Suite', 'Kids Play Area', 'Parking', 'Swimming Pool']"," 400,000
 / mont"
"Westlands Area, Westlands",2,2,"['Backup Generator', 'Balcony', 'En Suite', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Swimming Pool']"," 268,366
 / mont"
"Runda, Westlands",4,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"City Park drive, Parklands, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Rossyln, Rosslyn, Westlands",5,5,"['Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 550,000
 / mont"
"Rosslyn, Westlands",5,3,"['Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters']"," 515,000
 / mont"
"Rossyln, O, Rosslyn, Westlands",5,5,"['Alarm', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 800,000
 / mont"
"Westlands, O, Westlands Area",5,5,"['Borehole', 'CCTV', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 625,000
 / mont"
"Lower kabete, Lower Kabete, Westlands",5,5,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet']"," 800,000
 / mont"
"Lavington, O",4,4,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Walk In Closet']"," 450,000
 / mont"
"Close to The Junction Mall, Lavington",,,"['Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Wheelchair Access']"," 205
 / mont"
"kileleshwa, Kileleshwa",3,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 85,000
 / mont"
"kileleshwa, Kileleshwa",3,2,"['Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 85,000
 / mont"
"Rosslyn, Westlands",5,3,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters']"," 800,000
 / mont"
"Lavington Green, Maziwa, Lavington",4,2,"['Alarm', 'Balcony', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 300,000
 / mont"
"Rosslyn, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters']"," 670,000
 / mont"
"Roselyne, Rosslyn, Westlands",5,4,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters']"," 515,000
 / mont"
Muthaiga,4,4,"['Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
Industrial Area,,,['Parking']," 800,000
 / mont"
"Roselyne, Rosslyn, Westlands",5,4,"['Balcony', 'En Suite', 'Garden', 'Parking', 'Staff Quarters']"," 800,000
 / mont"
Kilimani,1,1,"['Aircon', 'Alarm', 'Backup Generator', 'CCTV', 'Electric Fence', 'Furnished', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet']",Price not communicated
Kilimani,,,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Furnished', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet']",Price not communicated
Kilimani,2,,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Walk In Closet']",Price not communicated
Muthaiga,3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Swimming Pool']"," 400,000
 / mont"
"Lake view estate, O, Lake View, Westlands",4,4,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 510,000
 / mont"
"Muthaiga, O",4,4,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 450,000
 / mont"
"Nyari, O, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 650,000
 / mont"
"Mimosa, O, Runda, Westlands",5,4,"['Balcony', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 500,000
 / mont"
"lavington, Lavington",3,2,"['Alarm', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Ruaka road, O, Runda, Westlands",4,4,"['Balcony', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 450,000
 / mont"
"Runda mumwe, O, Runda, Westlands",4,4,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
"kilimani, Kilimani",3,2,"['Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Gym', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 75,000
 / mont"
"ROSSLYN, Rosslyn, Westlands",6,6,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 700,000
 / mont"
Ruaraka,,,['Parking']," 348,000
 / mont"
"Glory Road, Runda, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters']"," 400,000
 / mont"
Lavington,2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 190,000
 / mont"
Madaraka,3,3,"['En Suite', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 77,000
 / mont"
"Loresho, Westlands",1,1,"['CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Parking']"," 80,000
 / mont"
"Miotoni, Karen",5,5,"['Balcony', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
Lavington,6,,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 550,000
 / mont"
Lavington,4,,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 550,000
 / mont"
"Runda, Westlands",5,,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 1,000,000
 / mont"
Lavington,5,,"['Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet']"," 330,000
 / mont"
Kiambu Road,3,,[]," 110,000
 / mont"
"Runda, Westlands",5,6,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 490,000
 / mont"
"Parklands, Westlands",3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']"," 250,000
 / mont"
"Limuru Road, Runda, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"General Mathenge, Westlands",3,3,"['Aircon', 'BBQ', 'Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Gated Community', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet']"," 300,000
 / mont"
"Moi Avenue, Nairobi CBD",,,"['Backup Generator', 'Balcony', 'CCTV', 'Fibre Internet', 'Lift/Elevator', 'Service Charge Included']"," 32,000
 / mont"
"Brookside, Westlands",5,5,"['Balcony', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 320,000
 / mont"
"Loresho, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 250,000
 / mont"
"Rosslyn, Westlands",2,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
"Runda, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 625,000
 / mont"
"Runda, Westlands",5,5,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
"Runda, Westlands",4,4,"['Balcony', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 330,000
 / mont"
"Runda, Westlands",4,,"['Balcony', 'En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 400,000
 / mont"
"Runda, Westlands",4,4,"['En Suite', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 350,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Swimming Pool', 'Wheelchair Access']"," 130,000
 / mont"
"Spring Valley, Westlands",3,3,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Runda, Westlands",4,5,"['Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 525,000
 / mont"
"Tabere crescent, Kileleshwa",5,5,"['Balcony', 'En Suite', 'Gated Community', 'Parking', 'Staff Quarters']"," 200,000
 / mont"
"Runda, Westlands",3,3,"['Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool']"," 220,000
 / mont"
"Runda, Westlands",4,4,"['Backup Generator', 'Balcony', 'Borehole', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 250,000
 / mont"
